INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,PRES,TEMP
1,T,240122,180135,48.406445N,17.155443E,236,0.8,145,991.8,25 
2,T,240122,180200,48.406399N,17.154682E,235,15.5,236,992.0,25 
3,T,240122,180207,48.405952N,17.154686E,234,31.4,172,992.3,25 
4,T,240122,180211,48.405491N,17.154852E,232,42.1,168,992.6,25 
5,T,240122,180215,48.405037N,17.155022E,232,46.7,168,992.7,25 
6,T,240122,180219,48.404545N,17.155169E,231,49.7,169,992.6,25 
7,T,240122,180223,48.404041N,17.155302E,230,49.2,173,992.7,25 
8,T,240122,180227,48.403564N,17.155285E,228,47.1,189,992.7,25 
9,T,240122,180231,48.403053N,17.155144E,227,52.7,189,992.7,25 
10,T,240122,180235,48.402534N,17.154997E,228,53.7,188,992.7,25 
11,T,240122,180239,48.401951N,17.154936E,229,63.8,179,992.8,25 
12,T,240122,180242,48.401409N,17.154993E,231,77.3,174,992.7,25 
13,T,240122,180245,48.400806N,17.155107E,232,80.2,173,992.7,25 
14,T,240122,180248,48.400211N,17.155214E,233,79.6,174,992.8,25 
15,T,240122,180251,48.399597N,17.155308E,234,79.9,174,992.7,25 
16,T,240122,180254,48.398952N,17.155416E,233,87.2,174,992.7,25 
17,T,240122,180257,48.398289N,17.155514E,233,88.1,175,992.7,25 
18,T,240122,180259,48.397839N,17.155544E,233,90.1,178,992.7,25 
19,T,240122,180301,48.397377N,17.155544E,233,91.4,180,992.8,25 
20,T,240122,180303,48.396915N,17.155523E,233,92.9,182,992.8,25 
21,T,240122,180305,48.396446N,17.155497E,233,93.4,182,992.8,25 
22,T,240122,180307,48.395981N,17.155474E,233,92.9,181,992.9,25 
23,T,240122,180309,48.395512N,17.155443E,234,93.2,182,992.8,25 
24,T,240122,180311,48.395046N,17.155418E,234,92.6,182,992.7,25 
25,T,240122,180313,48.394588N,17.155388E,234,92.4,182,992.5,25 
26,T,240122,180315,48.394131N,17.155361E,235,91.5,182,992.6,25 
27,T,240122,180317,48.393669N,17.155342E,235,91.5,181,992.3,25 
28,T,240122,180319,48.393192N,17.155315E,235,96.1,182,992.2,25 
29,T,240122,180321,48.392712N,17.155285E,235,96.1,182,992.0,25 
30,T,240122,180323,48.392239N,17.155254E,235,97.4,182,991.9,25 
31,T,240122,180325,48.391781N,17.155224E,235,90.4,182,992.1,25 
32,T,240122,180327,48.391327N,17.155205E,236,89.4,181,991.9,25 
33,T,240122,180329,48.390873N,17.155190E,236,90.4,180,991.8,25 
34,T,240122,180331,48.390423N,17.155180E,236,88.4,180,991.6,25 
35,T,240122,180334,48.389748N,17.155163E,236,89.2,181,991.5,25 
36,T,240122,180337,48.389084N,17.155144E,237,88.1,180,991.1,25 
37,T,240122,180340,48.388432N,17.155104E,238,88.8,182,990.9,25 
38,T,240122,180343,48.387772N,17.155041E,239,87.2,184,990.7,25 
39,T,240122,180346,48.387138N,17.154917E,238,84.4,188,990.2,25 
40,T,240122,180349,48.386513N,17.154739E,236,83.6,190,990.2,25 
41,T,240122,180352,48.385887N,17.154564E,233,81.5,190,990.4,25 
42,T,240122,180355,48.385296N,17.154400E,232,79.4,190,990.6,25 
43,T,240122,180358,48.384754N,17.154219E,231,71.3,193,990.8,25 
44,T,240122,180401,48.384251N,17.153984E,231,71.6,198,991.1,25 
45,T,240122,180404,48.383755N,17.153698E,231,70.4,201,991.5,25 
46,T,240122,180407,48.383286N,17.153364E,231,69.2,205,991.3,25 
47,T,240122,180410,48.382832N,17.153015E,233,69.4,203,990.9,25 
48,T,240122,180413,48.382359N,17.152664E,235,69.4,205,990.6,25 
49,T,240122,180416,48.381893N,17.152344E,239,67.4,204,990.1,25 
50,T,240122,180419,48.381439N,17.152021E,242,66.6,204,989.7,25 
51,T,240122,180422,48.380993N,17.151693E,244,67.7,207,989.5,25 
52,T,240122,180425,48.380524N,17.151333E,245,70.4,209,989.6,25 
53,T,240122,180428,48.380077N,17.150921E,244,69.5,213,990.2,25 
54,T,240122,180431,48.379669N,17.150476E,244,66.8,217,990.0,25 
55,T,240122,180434,48.379272N,17.150038E,245,65.8,212,990.0,25 
56,T,240122,180437,48.378857N,17.149712E,246,61.8,203,990.1,25 
57,T,240122,180440,48.378407N,17.149458E,248,66.2,198,989.9,25 
58,T,240122,180443,48.377930N,17.149210E,249,68.2,199,989.6,25 
59,T,240122,180446,48.377460N,17.148972E,251,65.0,198,989.7,25 
60,T,240122,180449,48.376987N,17.148785E,253,65.4,191,989.7,25 
61,T,240122,180452,48.376507N,17.148687E,256,65.1,184,989.4,25 
62,T,240122,180455,48.376038N,17.148672E,257,60.7,179,989.2,25 
63,T,240122,180459,48.375462N,17.148752E,260,55.5,173,989.2,25 
64,T,240122,180503,48.374931N,17.148842E,260,50.1,173,988.8,25 
65,T,240122,180507,48.374416N,17.148926E,260,52.0,174,988.9,25 
66,T,240122,180511,48.373913N,17.148985E,261,49.1,179,988.5,25 
67,T,240122,180515,48.373409N,17.148912E,261,52.6,190,988.4,25 
68,T,240122,180519,48.372894N,17.148630E,261,55.0,204,988.3,26 
69,T,240122,180523,48.372364N,17.148226E,261,59.0,206,988.1,26 
70,T,240122,180527,48.371849N,17.147852E,263,52.4,206,988.1,26 
71,T,240122,180531,48.371384N,17.147476E,265,52.0,207,988.1,26 
72,T,240122,180535,48.370941N,17.147108E,265,50.3,206,987.9,26 
73,T,240122,180539,48.370487N,17.146729E,266,51.7,212,988.0,26 
74,T,240122,180543,48.370087N,17.146288E,266,47.2,219,988.1,26 
75,T,240122,180547,48.369736N,17.145777E,263,51.7,224,988.5,26 
76,T,240122,180551,48.369354N,17.145243E,261,51.6,220,988.7,26 
77,T,240122,180555,48.368927N,17.144785E,260,51.9,211,989.1,26 
78,T,240122,180559,48.368484N,17.144411E,258,50.8,207,989.6,26 
79,T,240122,180603,48.368031N,17.144075E,255,47.4,205,989.7,26 
80,T,240122,180611,48.367626N,17.143707E,251,18.6,258,990.2,26 
81,T,240122,180617,48.367863N,17.143105E,249,37.9,300,990.2,26 
82,T,240122,180622,48.368141N,17.142435E,248,41.3,302,990.0,26 
83,T,240122,180627,48.368397N,17.141785E,249,39.3,298,990.0,26 
84,T,240122,180632,48.368580N,17.141153E,249,36.4,286,989.9,26 
85,T,240122,180638,48.368656N,17.140387E,246,26.6,280,990.3,26 
86,T,240122,180647,48.368523N,17.139736E,240,21.6,240,990.2,26 
87,T,240122,180654,48.368481N,17.138964E,236,38.7,273,990.4,26 
88,T,240122,180659,48.368568N,17.138107E,233,49.6,279,990.5,26 
89,T,240122,180703,48.368660N,17.137337E,232,53.6,279,990.7,26 
90,T,240122,180707,48.368740N,17.136505E,231,57.1,275,991.0,26 
91,T,240122,180711,48.368744N,17.135612E,230,62.9,263,991.0,26 
92,T,240122,180714,48.368645N,17.134884E,228,66.1,251,991.1,26 
93,T,240122,180717,48.368443N,17.134205E,227,64.4,246,991.1,26 
94,T,240122,180720,48.368237N,17.133535E,233,67.2,245,991.6,26 
95,T,240122,180723,48.368008N,17.132807E,234,73.8,245,991.4,26 
96,T,240122,180726,48.367764N,17.132057E,234,72.2,243,991.6,26 
97,T,240122,180729,48.367496N,17.131348E,232,67.8,238,991.5,26 
98,T,240122,180732,48.367214N,17.130720E,232,66.2,233,992.1,26 
99,T,240122,180735,48.366901N,17.130152E,231,65.1,225,992.0,26 
100,T,240122,180738,48.366539N,17.129639E,231,66.3,222,992.0,26 
101,T,240122,180741,48.366158N,17.129147E,232,66.2,216,992.1,26 
102,T,240122,180744,48.365723N,17.128771E,232,65.6,204,992.2,26 
103,T,240122,180747,48.365234N,17.128529E,234,67.5,196,992.0,26 
104,T,240122,180750,48.364792N,17.128237E,235,65.2,210,992.0,26 
105,T,240122,180753,48.364399N,17.127735E,236,71.6,228,992.0,26 
106,T,240122,180756,48.364059N,17.127056E,235,76.1,236,991.8,26 
107,T,240122,180759,48.363800N,17.126308E,234,74.1,247,992.0,26 
108,T,240122,180802,48.363609N,17.125511E,233,74.9,249,992.0,26 
109,T,240122,180805,48.363396N,17.124758E,233,70.1,241,991.7,26 
110,T,240122,180808,48.363110N,17.124094E,234,72.9,234,991.6,26 
111,T,240122,180811,48.362759N,17.123476E,235,69.8,225,991.7,26 
112,T,240122,180814,48.362373N,17.122965E,237,68.5,218,991.6,26 
113,T,240122,180817,48.361946N,17.122503E,239,71.0,215,991.6,26 
114,T,240122,180820,48.361515N,17.122044E,240,70.0,216,991.1,26 
115,T,240122,180823,48.361145N,17.121519E,242,69.0,228,991.0,26 
116,T,240122,180826,48.360832N,17.120876E,242,73.3,239,990.7,26 
117,T,240122,180829,48.360535N,17.120161E,242,72.8,241,990.8,26 
118,T,240122,180832,48.360245N,17.119469E,240,71.8,238,990.6,26 
119,T,240122,180835,48.359955N,17.118816E,239,67.9,234,990.8,26 
120,T,240122,180838,48.359619N,17.118235E,239,72.4,225,991.1,26 
121,T,240122,180841,48.359219N,17.117643E,237,75.6,224,991.5,26 
122,T,240122,180844,48.358799N,17.117048E,234,76.0,223,991.9,26 
123,T,240122,180847,48.358391N,17.116436E,230,76.5,225,991.6,26 
124,T,240122,180850,48.358013N,17.115799E,228,75.8,231,991.6,26 
125,T,240122,180853,48.357662N,17.115114E,226,76.2,233,991.8,26 
126,T,240122,180856,48.357307N,17.114424E,224,75.7,233,992.1,26 
127,T,240122,180859,48.356956N,17.113766E,221,71.0,232,992.0,26 
128,T,240122,180902,48.356609N,17.113125E,218,70.7,231,992.2,26 
129,T,240122,180905,48.356258N,17.112467E,213,73.0,232,992.4,26 
130,T,240122,180908,48.355972N,17.111788E,210,69.5,240,992.6,26 
131,T,240122,180911,48.355766N,17.111065E,208,71.9,249,992.8,26 
132,T,240122,180914,48.355637N,17.110264E,207,74.2,253,993.3,26 
133,T,240122,180917,48.355499N,17.109446E,206,74.3,253,993.6,26 
134,T,240122,180920,48.355350N,17.108641E,206,71.1,246,993.8,26 
135,T,240122,180923,48.355118N,17.107904E,207,76.8,237,993.9,26 
136,T,240122,180926,48.354771N,17.107159E,210,84.6,233,994.0,26 
137,T,240122,180929,48.354404N,17.106421E,211,79.4,234,994.1,26 
138,T,240122,180932,48.354073N,17.105736E,213,72.6,233,994.2,26 
139,T,240122,180935,48.353722N,17.105116E,216,70.9,226,993.9,26 
140,T,240122,180938,48.353298N,17.104586E,216,73.5,217,994.2,26 
141,T,240122,180941,48.352844N,17.104128E,215,72.4,211,994.5,26 
142,T,240122,180944,48.352402N,17.103683E,214,70.5,217,994.5,26 
143,T,240122,180947,48.352005N,17.103188E,215,68.5,224,994.6,26 
144,T,240122,180950,48.351635N,17.102650E,216,68.0,227,994.4,26 
145,T,240122,180953,48.351299N,17.102110E,218,63.6,227,994.2,26 
146,T,240122,180957,48.350910N,17.101482E,222,53.2,227,993.9,26 
147,T,240122,181001,48.350536N,17.100950E,225,51.7,220,993.7,26 
148,T,240122,181005,48.350124N,17.100540E,225,50.0,208,993.7,26 
149,T,240122,181009,48.349663N,17.100264E,227,49.6,200,993.7,26 
150,T,240122,181013,48.349194N,17.100016E,227,50.1,199,993.9,26 
151,T,240122,181017,48.348732N,17.099775E,226,47.7,201,994.2,26 
152,T,240122,181022,48.348263N,17.099348E,224,42.0,222,994.2,26 
153,T,240122,181027,48.348007N,17.098705E,222,40.7,248,994.4,26 
154,T,240122,181032,48.347961N,17.097879E,220,46.1,265,994.5,26 
155,T,240122,181036,48.347912N,17.097178E,219,47.1,262,994.6,26 
156,T,240122,181040,48.347820N,17.096474E,218,48.0,256,994.7,26 
157,T,240122,181044,48.347698N,17.095766E,215,47.6,253,994.8,26 
158,T,240122,181048,48.347561N,17.095104E,211,47.1,246,994.9,26 
159,T,240122,181052,48.347336N,17.094482E,209,47.8,234,995.0,26 
160,T,240122,181056,48.347004N,17.094030E,208,44.4,210,995.1,26 
161,T,240122,181100,48.346581N,17.093742E,208,49.0,202,994.9,26 
162,T,240122,181104,48.346127N,17.093515E,210,41.9,198,995.0,26 
163,T,240122,181109,48.345600N,17.093210E,214,46.7,209,994.9,26 
164,T,240122,181113,48.345184N,17.092762E,215,52.7,223,994.9,26 
165,T,240122,181117,48.344868N,17.092112E,214,53.5,242,995.0,26 
166,T,240122,181121,48.344681N,17.091335E,214,56.3,258,995.1,26 
167,T,240122,181125,48.344662N,17.090458E,212,58.0,273,995.2,26 
168,T,240122,181129,48.344723N,17.089560E,211,61.0,275,995.5,26 
169,T,240122,181132,48.344780N,17.088856E,211,62.6,274,995.5,26 
170,T,240122,181135,48.344826N,17.088144E,210,63.0,275,995.7,26 
171,T,240122,181138,48.344872N,17.087444E,210,60.5,274,995.8,26 
172,T,240122,181141,48.344883N,17.086744E,207,62.4,267,996.1,26 
173,T,240122,181144,48.344826N,17.086056E,205,60.9,259,996.2,26 
174,T,240122,181147,48.344692N,17.085377E,203,62.6,248,996.2,26 
175,T,240122,181150,48.344456N,17.084757E,201,63.0,236,996.3,26 
176,T,240122,181153,48.344158N,17.084166E,200,66.3,233,996.4,26 
177,T,240122,181156,48.343853N,17.083576E,200,67.2,232,996.6,26 
178,T,240122,181159,48.343552N,17.083000E,200,64.3,233,996.6,26 
179,T,240122,181202,48.343246N,17.082417E,200,65.8,231,996.8,26 
180,T,240122,181205,48.342945N,17.081821E,200,65.8,233,996.9,26 
181,T,240122,181208,48.342648N,17.081230E,199,66.0,233,996.9,26 
182,T,240122,181211,48.342342N,17.080627E,198,68.5,232,996.9,26 
183,T,240122,181214,48.342030N,17.080011E,198,68.8,233,997.0,26 
184,T,240122,181217,48.341721N,17.079420E,198,65.5,231,997.1,26 
185,T,240122,181220,48.341396N,17.078861E,197,66.9,224,997.1,26 
186,T,240122,181223,48.341015N,17.078377E,196,67.0,216,997.3,26 
187,T,240122,181226,48.340591N,17.077953E,196,66.6,211,997.4,26 
188,T,240122,181229,48.340160N,17.077579E,196,65.6,209,997.6,26 
189,T,240122,181232,48.339729N,17.077225E,196,63.8,209,997.6,26 
190,T,240122,181235,48.339321N,17.076878E,196,61.1,210,997.7,26 
191,T,240122,181238,48.338932N,17.076509E,195,59.0,215,997.7,26 
192,T,240122,181242,48.338459N,17.075949E,194,62.4,223,997.7,26 
193,T,240122,181245,48.338131N,17.075405E,194,65.5,231,997.7,26 
194,T,240122,181248,48.337849N,17.074799E,193,64.7,238,997.7,26 
195,T,240122,181251,48.337624N,17.074158E,192,64.3,244,997.7,26 
196,T,240122,181254,48.337440N,17.073484E,192,64.1,250,997.8,26 
197,T,240122,181257,48.337299N,17.072817E,190,62.3,252,997.7,26 
198,T,240122,181300,48.337166N,17.072128E,189,65.9,253,997.8,26 
199,T,240122,181303,48.337032N,17.071424E,189,64.5,254,998.0,26 
200,T,240122,181306,48.336903N,17.070717E,188,64.6,256,998.0,26 
201,T,240122,181309,48.336826N,17.069981E,188,68.3,264,998.0,26 
202,T,240122,181312,48.336823N,17.069197E,188,68.5,270,998.0,26 
203,T,240122,181315,48.336876N,17.068422E,185,69.4,274,998.0,26 
204,T,240122,181318,48.336948N,17.067636E,183,71.1,276,998.0,26 
205,T,240122,181321,48.337021N,17.066816E,181,74.2,275,998.0,26 
206,T,240122,181324,48.337093N,17.065971E,179,75.9,277,998.1,26 
207,T,240122,181327,48.337170N,17.065107E,178,78.1,276,998.1,26 
208,T,240122,181330,48.337215N,17.064222E,178,79.6,273,998.1,26 
209,T,240122,181333,48.337215N,17.063316E,179,81.2,267,997.9,26 
210,T,240122,181336,48.337170N,17.062386E,179,82.8,264,997.9,26 
211,T,240122,181339,48.337105N,17.061457E,178,81.9,263,997.9,26 
212,T,240122,181342,48.337036N,17.060553E,176,80.2,262,998.0,26 
213,T,240122,181345,48.336948N,17.059677E,176,76.3,259,998.1,26 
214,T,240122,181348,48.336800N,17.058878E,178,72.6,252,998.1,26 
215,T,240122,181351,48.336548N,17.058123E,180,73.1,241,998.1,26 
216,T,240122,181354,48.336273N,17.057404E,182,66.9,241,998.4,26 
217,T,240122,181358,48.336006N,17.056753E,182,52.4,239,998.3,26 
218,T,240122,181402,48.335712N,17.055996E,184,61.2,241,998.3,26 
219,T,240122,181405,48.335484N,17.055403E,184,64.5,241,998.2,26 
220,T,240122,181408,48.335247N,17.054802E,183,59.6,240,998.2,26 
221,T,240122,181412,48.334957N,17.054150E,182,46.4,239,998.3,26 
222,T,240122,181416,48.334713N,17.053543E,183,47.9,238,998.3,26 
223,T,240122,181421,48.334431N,17.052860E,184,39.8,232,998.2,26 
224,T,240122,181426,48.334064N,17.052292E,186,43.0,222,998.2,26 
225,T,240122,181431,48.333691N,17.051794E,187,39.3,219,998.4,26 
226,T,240122,181436,48.333305N,17.051311E,188,39.5,219,998.5,26 
227,T,240122,181441,48.332935N,17.050835E,186,41.4,223,998.7,26 
228,T,240122,181446,48.332581N,17.050283E,185,41.9,230,998.9,26 
229,T,240122,181451,48.332291N,17.049669E,184,38.2,241,999.3,26 
230,T,240122,181457,48.332191N,17.048878E,186,37.3,265,999.5,26 
231,T,240122,181502,48.332169N,17.048147E,185,40.0,266,999.6,26 
232,T,240122,181507,48.332081N,17.047390E,186,40.6,257,999.5,27 
233,T,240122,181512,48.331966N,17.046602E,184,42.8,258,999.4,27 
234,T,240122,181517,48.331898N,17.045795E,184,42.9,262,999.5,27 
235,T,240122,181522,48.331879N,17.044975E,183,43.6,267,999.6,27 
236,T,240122,181527,48.331909N,17.044155E,182,41.9,272,999.7,27 
237,T,240122,181532,48.332031N,17.043364E,178,43.2,286,999.8,27 
238,T,240122,181536,48.332157N,17.042711E,175,44.9,285,999.9,27 
239,T,240122,181541,48.332317N,17.041927E,171,42.9,283,1000.0,27 
240,T,240122,181546,48.332291N,17.041206E,169,38.2,259,1000.1,27 
241,T,240122,181551,48.332012N,17.040674E,170,37.8,224,1000.1,27 
242,T,240122,181556,48.331734N,17.040075E,171,39.8,248,1000.2,27 
243,T,240122,181601,48.331642N,17.039255E,170,46.3,262,1000.2,27 
244,T,240122,181605,48.331577N,17.038567E,169,45.0,257,1000.4,27 
245,T,240122,181609,48.331390N,17.037907E,168,48.6,241,1000.4,27 
246,T,240122,181613,48.331154N,17.037264E,167,49.2,241,1000.5,27 
247,T,240122,181617,48.330929N,17.036596E,165,50.5,243,1000.5,27 
248,T,240122,181621,48.330692N,17.035896E,165,52.8,243,1000.6,27 
249,T,240122,181625,48.330479N,17.035173E,166,53.6,249,1000.7,27 
250,T,240122,181629,48.330292N,17.034410E,166,52.6,250,1000.8,27 
251,T,240122,181633,48.330128N,17.033636E,166,54.7,252,1000.8,27 
252,T,240122,181637,48.329945N,17.032837E,167,56.7,248,1000.9,27 
253,T,240122,181641,48.329704N,17.032049E,164,58.5,231,1001.0,27 
254,T,240122,181644,48.329388N,17.031551E,163,63.1,221,1001.0,27 
255,T,240122,181647,48.329014N,17.031124E,162,62.0,212,1001.1,27 
256,T,240122,181650,48.328583N,17.030809E,162,62.6,200,1001.1,27 
257,T,240122,181653,48.328110N,17.030663E,162,64.3,187,1001.0,27 
258,T,240122,181656,48.327602N,17.030615E,164,66.5,182,1001.1,27 
259,T,240122,181659,48.327110N,17.030596E,165,67.1,183,1001.2,27 
260,T,240122,181702,48.326611N,17.030546E,164,66.3,185,1001.1,27 
261,T,240122,181705,48.326118N,17.030416E,165,66.1,196,1001.2,27 
262,T,240122,181708,48.325661N,17.030115E,165,67.2,208,1001.3,27 
263,T,240122,181711,48.325264N,17.029732E,165,56.9,215,1001.3,27 
264,T,240122,181718,48.324959N,17.029228E,162,15.7,247,1001.6,27 
265,T,240122,181725,48.325172N,17.028522E,161,41.1,296,1001.6,27 
266,T,240122,181729,48.325420N,17.027824E,161,55.5,297,1001.7,27 
267,T,240122,181733,48.325703N,17.027040E,161,58.6,296,1001.7,27 
268,T,240122,181737,48.325981N,17.026239E,161,59.8,296,1001.6,27 
269,T,240122,181740,48.326202N,17.025610E,162,61.2,296,1001.5,27 
270,T,240122,181743,48.326427N,17.024963E,162,62.7,295,1001.2,27 
271,T,240122,181746,48.326645N,17.024336E,164,61.6,298,1001.1,27 
272,T,240122,181750,48.326916N,17.023556E,165,57.9,297,1001.1,27 
273,T,240122,181754,48.327160N,17.022821E,164,48.8,297,1001.3,27 
274,T,240122,181759,48.327438N,17.022224E,163,38.4,316,1001.5,27 
275,T,240122,181804,48.327900N,17.021946E,159,40.5,355,1001.9,27 
276,T,240122,181808,48.328293N,17.022305E,155,46.1,43,1002.0,27 
277,T,240122,181812,48.328407N,17.022966E,152,40.8,85,1002.1,27 
278,T,240122,181816,48.328144N,17.023544E,150,43.7,148,1002.0,27 
279,T,240122,181820,48.327679N,17.023699E,150,51.9,185,1002.0,27 
280,T,240122,181824,48.327129N,17.023670E,153,54.2,179,1001.9,27 
281,T,240122,181827,48.326656N,17.023638E,153,63.4,185,1001.7,27 
282,T,240122,181830,48.326118N,17.023575E,153,72.0,185,1001.7,27 
283,T,240122,181833,48.325523N,17.023499E,154,77.5,185,1001.7,27 
284,T,240122,181836,48.324905N,17.023415E,154,81.3,186,1001.7,27 
285,T,240122,181839,48.324268N,17.023304E,155,83.5,187,1001.6,27 
286,T,240122,181842,48.323631N,17.023176E,155,84.5,188,1001.6,27 
287,T,240122,181845,48.322987N,17.023035E,155,84.1,187,1001.7,27 
288,T,240122,181848,48.322353N,17.022900E,154,85.3,188,1001.7,27 
289,T,240122,181851,48.321716N,17.022757E,154,85.3,189,1001.8,27 
290,T,240122,181854,48.321064N,17.022591E,155,87.4,189,1001.8,27 
291,T,240122,181856,48.320599N,17.022467E,155,97.6,190,1001.3,27 
292,T,240122,181858,48.320099N,17.022327E,155,101.9,190,1001.8,27 
293,T,240122,181900,48.319595N,17.022184E,155,103.5,191,1001.8,27 
294,T,240122,181902,48.319080N,17.022036E,154,105.5,191,1001.8,27 
295,T,240122,181904,48.318565N,17.021877E,154,105.6,192,1001.9,27 
296,T,240122,181906,48.318047N,17.021706E,154,104.8,193,1001.9,27 
297,T,240122,181908,48.317543N,17.021532E,154,103.1,193,1002.1,27 
298,T,240122,181910,48.317036N,17.021357E,153,103.4,193,1002.1,27 
299,T,240122,181912,48.316525N,17.021168E,152,103.3,194,1002.0,27 
300,T,240122,181914,48.316017N,17.020983E,150,105.0,193,1002.1,27 
301,T,240122,181916,48.315495N,17.020784E,150,105.0,194,1002.2,27 
302,T,240122,181918,48.314976N,17.020576E,150,106.7,195,1001.8,27 
303,T,240122,181920,48.314449N,17.020365E,149,107.3,195,1002.3,27 
304,T,240122,181922,48.313927N,17.020151E,149,107.8,195,1002.3,27 
305,T,240122,181924,48.313408N,17.019928E,149,107.3,196,1002.4,27 
306,T,240122,181926,48.312897N,17.019695E,149,106.9,197,1002.6,27 
307,T,240122,181928,48.312382N,17.019457E,149,107.8,197,1002.6,27 
308,T,240122,181930,48.311859N,17.019213E,148,108.6,197,1002.6,27 
309,T,240122,181932,48.311340N,17.018965E,148,108.4,197,1002.7,27 
310,T,240122,181934,48.310822N,17.018711E,148,108.8,198,1002.7,27 
311,T,240122,181936,48.310295N,17.018442E,147,110.8,199,1002.8,27 
312,T,240122,181938,48.309772N,17.018164E,146,111.2,199,1002.8,27 
313,T,240122,181940,48.309242N,17.017885E,146,111.2,199,1002.8,27 
314,T,240122,181942,48.308716N,17.017616E,146,110.8,198,1002.9,27 
315,T,240122,181944,48.308193N,17.017351E,146,108.9,198,1002.8,27 
316,T,240122,181946,48.307671N,17.017094E,146,108.1,198,1002.9,27 
317,T,240122,181948,48.307156N,17.016838E,146,107.0,198,1002.8,27 
318,T,240122,181950,48.306652N,17.016588E,146,105.9,197,1003.1,27 
319,T,240122,181952,48.306152N,17.016346E,145,105.2,197,1003.1,27 
320,T,240122,181954,48.305653N,17.016108E,145,104.3,197,1003.1,27 
321,T,240122,181956,48.305153N,17.015875E,146,105.5,196,1003.1,27 
322,T,240122,181958,48.304649N,17.015644E,146,104.5,196,1003.1,27 
323,T,240122,182000,48.304150N,17.015415E,147,104.6,196,1003.2,27 
324,T,240122,182002,48.303642N,17.015192E,148,104.5,196,1003.2,27 
325,T,240122,182004,48.303139N,17.014973E,148,105.4,196,1003.2,27 
326,T,240122,182006,48.302631N,17.014746E,148,105.3,195,1003.3,27 
327,T,240122,182008,48.302120N,17.014528E,148,105.6,195,1003.3,27 
328,T,240122,182010,48.301620N,17.014317E,148,104.9,195,1003.3,27 
329,T,240122,182012,48.301117N,17.014105E,147,105.5,195,1003.3,27 
330,T,240122,182014,48.300613N,17.013906E,146,105.3,194,1003.3,27 
